what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249854259500
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249854259671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249854259843
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249854259968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854263921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854265140
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249854277687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854281828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854283046
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249854285296
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249854292328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854324343
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854324343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854324343
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249854340296
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249854348828
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249854362484
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249854381640
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249854482062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249854530578
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249854541359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249854578218
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249854582734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249854585687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249854587937
