what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249938980703
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249939002453
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249939005687
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249939018406
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249939050968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249939080984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939083390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939084437
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249939089703
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249939094265
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1249939112671
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1249939115312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249939115625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939118500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939119546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249939123500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939133062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249939134062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249939140156
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249939161046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249939165343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249939166609
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1249939184734
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249939264250
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1249939286093
