what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1249850059484
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249850061078
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249850066406
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249850067562
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249850071640
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249850074187
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249850076109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249850082078
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1249850092828
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249850092828
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249850101562
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1249850106703
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249850109234
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1249850113484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850123890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850125500
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249850137687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850156359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850156359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850156359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850162750
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249850181203
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249850181937
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1249850182375
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249850183578
