what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848001062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848001062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848001156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848008281
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1249848240359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249848241906
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249848243765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848255593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848255593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848255703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848297562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848302375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848302375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848302390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848715343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249848723078
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1249848723234
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249848729359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249848735875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848737796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848748859
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249848751171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1249848758046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848759218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249848760843
