what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850566812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850567031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850573265
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249850583328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850591515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850591515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850591671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850857359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850875531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850875531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850876531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850877000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850879265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850879265
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249850879359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851299562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851310453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851400453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851432156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851432156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851432281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851549281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851552437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851552437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249851552437
