what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930244765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930244765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930244859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930318218
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249930384218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930388140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930389000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249930412406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930499281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930500437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249930560500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930575515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249930606171
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249930613296
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249930614250
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1249930614906
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1249930617531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249930618437
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249930618609
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249930619921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249930622609
executed,command,org.python.pydev,1.4.7.2843,org.python.pydev.editor.actions.firstChar,1249930624734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1249930631031
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1249930636359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249930636718
