what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.7.2843,org.python.pydev.editor.PythonEditor,1249932420718
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1249932427515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932443828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932443828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932444015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932547500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932566187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932567671
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249932586843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932592187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932593109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1249932601250
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1249932601625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932607890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932608968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1249932624781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932646296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932646296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932646390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932670390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932672203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932819578
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932838281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1249932839812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1249932865421
